HOME_PLAN_ID_CD|BHI_PROV_ID|PROVIDER_ID|ALT_PROV_ID|CON_PROV_ID|PROV_SPCLT_CD|PLAN_PROV_SPCLT_CD|CMS_SPCLT_CD|PROV_TYPE|PROV_NET_IND|OOA_IND|PROV_ORG_NM|PROV_NM_LAST|PROV_NM_FIRST|PROV_STREET1|PROV_STREET2|PROV_CITY|PROV_COUNTY_CD|PROV_STATE|PROV_ZIP|PROV_PHONE|PROV_EMAIL|PROV_NPI|PROV_DEA|SEG1_ID|SEG2_ID|SEG3_ID|SEG4_ID|SEG5_ID|SEG6_ID|SEG7_ID|SEG8_ID|SEG9_ID|SEG10_ID|PROV_ARRANGEMENT_ID_1|PROV_ARRANGEMENT_NM_1|PROV_ARRANGEMENT_TYPE_CD_1|PROV_ARRANGEMENT_START_DT_1|PROV_ARRANGEMENT_END_DT_1|PROV_ARRANGEMENT_ID_2|PROV_ARRANGEMENT_NM_2|PROV_ARRANGEMENT_TYPE_CD_2|PROV_ARRANGEMENT_START_DT_2|PROV_ARRANGEMENT_END_DT_2|PROV_TAXONOMY_CD|MEDICARE_PROV_ID
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||MYERS|JANA|7001 SW 87TH AVE||MIAMI|AR007|FL|33173||verde1927@live.com|1174526362||||||||||||||||||||||59713UJFYQ|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||FISH|DANIEL|60 OLD NEW MILFORD RD||BROOKFIELD|LA017|CT|68042||settle1934@outlook.com|1659374734||||||||||||||||||||||44443IYLAA|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||ROTH|WILLIAM|446 TAMIAMI TRL S||VENICE|AR069|FL|34285||edge1827@gmail.com|1124027362||||||||||||||||||||||43715EWUPP|
471|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||SMART|STEVEN|2650 RIDGE AVE||EVANSTON|NE055|IL|60201||arnold2078@example.org|1669476545||||||||||||||||||||||78771YEYQA|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||O'CONNOR|CORMAC|PSC 475||FPO|AR119|AP|96350||earliest1914@yandex.com|1780686360||||||||||||||||||||||15478VUBHT|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||RING|MICHAEL|PO BOX 331||LIBERTY LAKE|AR031|WA|99019||univ2083@gmail.com|1467455543||||||||||||||||||||||22490HDARG|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||RINDAHL|MARTIN|1867 E FIR AVE||FRESNO|LA033|CA|93720||art1833@protonmail.com|1174529135||||||||||||||||||||||14053DFDCJ|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||ALGAN|SHEILA|1122 NE 13TH ST||OKLAHOMA CITY|AR007|OK|73117||married1993@yandex.com|1629071543||||||||||||||||||||||75511TPLLQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||MOOREVILLE|RUTH|P.O. BOX 191||ROCKLAND|AR069|DE|19723||nursing1896@live.com|1538162219||||||||||||||||||||||72357VCASJ|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||RANASINGHE|SISIRA|228 E COLLINS RD STE D||FORT WAYNE|AR131|IN|46825||archive2076@yandex.com|1245233881||||||||||||||||||||||49738GVWPP|
20|207RN0300X|207RN0300X|207RN0300X|207RN0300X||||PROVIDER||I||ALVEZ|LAURA|736 ROUTE 4||SINAJANA|LA017|GU|96910||sleeps1932@example.com|1447254891||||||||||||||||||||||59231NNBYI|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||HICKS|JOHN|1213 56TH ST||MERIDIAN|LA017|MS|39305||wagner1866@yandex.com|1942204284||||||||||||||||||||||84447XGWST|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||ILARIO|STEPHEN|2501 PORTER ST NW APT 310||WASHINGTON|NE153|DC|20008||carried1876@example.com|1164425419||||||||||||||||||||||55389JCZSI|
20|207R00000X|207R00000X|207R00000X|207R00000X||||FACILITY||I||VERNOY|TERRY|1329 LUSITANA ST||HONOLULU|AR031|HI|96813||therapeutic1805@duck.com|1124021878||||||||||||||||||||||44728AKITF|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||MYHRE|MICHAEL|PO BOX 9589||BOISE|AR119|ID|83707||states1862@example.com|1821093527||||||||||||||||||||||48898STQPO|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||SEKHARAN|RAJ|1814 E LOCUST ST||DAVENPORT|AR131|IA|52803||classification2100@live.com|1831190495||||||||||||||||||||||57961IHAKZ|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ALBRIGHT|DANIEL|3001 EDWARDS MILL RD STE 200||RALEIGH|AR143|NC|27612||delhi1825@outlook.com|1053314922||||||||||||||||||||||67440WPBOG|
20|207R00000X|207R00000X|207R00000X|207R00000X||||GROUP||O||BROWN|DONNA-MARIE|1498 KLONDIKE RD SW||CONYERS|AR007|GA|30094||ruby1936@live.com|1225031974||||||||||||||||||||||60068MSTZA|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||FINEGOLD|ROBERT|PO BOX 1849||LEWISTON|AR143|ME|42411||timber1872@gmail.com|1366446106||||||||||||||||||||||98510JYGFW|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||STRNAD|BRADLEY|7221 ENGLE RD STE 220||FORT WAYNE|AR031|IN|46804||tank2084@outlook.com|1548263726||||||||||||||||||||||03216XDTOS|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||DOWDEN|JOSEPH|1253 COLLEGE PARK DR||DOVER|AR045|DE|19904||ken1966@gmail.com|1215930649||||||||||||||||||||||95249LFSMP|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||TRANOVICH|MICHAEL|1200 BROOKS LN||JEFFERSON HILLS|AR143|PA|15025||cleaning2063@live.com|1477556660||||||||||||||||||||||50198BVCHD|
471|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||WIEBE|DAVID|PO BOX 2168||KEARNEY|LA033|NE|68848||feeling1885@gmail.com|1679576722||||||||||||||||||||||69345CWFCP|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||HOLLEY|PAUL|2900 12TH AVE N||BILLINGS|NE055|MT|59101||committed1968@yahoo.com|1881696011||||||||||||||||||||||38853RKYKH|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||PAPAS-CORDEN|PAMELA|545 VALLEY VIEW DR||MOLINE|AR045|IL|61265||lanes2054@gmail.com|1659372555||||||||||||||||||||||26433BADRI|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||MOSELEY|THOMAS|121 MEDICAL VILLAGE DR||NEWPORT|NE055|VT|58559||slot2077@live.com|1003813346||||||||||||||||||||||99333KPPPV|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||ALLMENDINGER|PHILIP|85 SEYMOUR ST||HARTFORD|AR007|CT|61065||mrs2095@duck.com|1861492241||||||||||||||||||||||46936VSAUD|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||CHILCOTE|WAYNE|123 PRIMROSE LN||HAMILTON|AR119|MT|59840||investigate1861@duck.com|1508861840||||||||||||||||||||||06483WYNXF|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||CALDERON|VINCENT|PO BOX 23410||LITTLE ROCK|AR031|AR|72221||catherine2004@yahoo.com|1972508513||||||||||||||||||||||95931GBIGN|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||CRYSTAL|JONATHAN|2678 SOUTH RD STE 202||POUGHKEEPSIE|LA033|NY|12601||production1996@gmail.com|1497753933||||||||||||||||||||||91128XMCQR|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||REYNOLDS|FLETCHER|14601 HOPE CENTER LOOP||FORT MYERS|NE153|FL|33912||ash1847@duck.com|1235132465||||||||||||||||||||||55201AGFHS|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||GULLER|JEFFREY|PO BOX 11839||ST THOMAS|AR031|VI|80148||reflected1833@yahoo.com|1356341705||||||||||||||||||||||85426IKTMD|
471|207RN0300X|207RN0300X|207RN0300X|207RN0300X||||FACILITY||I||HICKS|JOHN|1213 56TH ST||MERIDIAN|NE153|MS|39305||salary2020@protonmail.com|1942204284||||||||||||||||||||||42628RGBBE|
259|207R00000X|207R00000X|207R00000X|207R00000X||||GROUP||O||GILLUM|PAUL|2413 PALMER CIR||NORMAN|LA017|OK|73069||answers2074@live.com|1982602025||||||||||||||||||||||52977BSHMM|
471|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||MANSON|STEVEN|1836 SOUTH AVE||LA CROSSE|AR045|WI|54601||belief2054@example.com|1396748141||||||||||||||||||||||99891JTGXL|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||THERRIEN|MICHAEL|1000 ASYLUM AVE||HARTFORD|AR007|CT|61051||biblical1915@live.com|1023011145||||||||||||||||||||||26472GBKTV|
170|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||KNAPP|WILLIAM|2625 COFFEE RD||MODESTO|AR119|CA|95355||norwegian1804@outlook.com|1063417475||||||||||||||||||||||92757TYAAZ|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||ATTIG|ELIZABETH|6080 N LA CHOLLA BLVD # 200||TUCSON|AR031|AZ|85741||concerning2069@yahoo.com|1548263783||||||||||||||||||||||03691KTVCH|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||CROUCH|CHARLES|1200 1ST AVE E||SPENCER|AR045|IA|51301||other1927@live.com|1477556280||||||||||||||||||||||30546NPFTY|
20|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||I||ROTHEN|ROBERTA|13 WESTERN MARYLAND PKWY||HAGERSTOWN|NE109|MD|21740||finnish1840@example.org|1063415289||||||||||||||||||||||75674QFPQK|
170|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||SWERDLOW|TREVOR|9050 PINES BLVD||PEMBROKE PINES|AR119|FL|33024||tie1869@example.com|1124021274||||||||||||||||||||||46543YMGHT|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||HICKS|JOHN|1213 56TH ST||MERIDIAN|PA003|MS|39305||plus2005@gmail.com|1942204284||||||||||||||||||||||89874EPNXH|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||DOWDEN|JOSEPH|1253 COLLEGE PARK DR||DOVER|AR045|DE|19904||elsewhere1914@duck.com|1215930649||||||||||||||||||||||80048SNWOB|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||HUTSON|RODNEY|PO BOX 483||PALMER LAKE|AR031|CO|80133||upc1832@protonmail.com|1972506186||||||||||||||||||||||42008FZEAC|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||FISHER|MARK|801 BROADWAY N||FARGO|NE109|ND|58102||met2056@example.com|1528062924||||||||||||||||||||||86240TAQAI|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||CHANG-STROMAN|TAE'NI|1160 JOLIET ST||DYER|AR143|IN|46311||url2012@outlook.com|1902809601||||||||||||||||||||||33758KKGMT|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||LACH-PASKO|ELZBIETA|540 LITCHFIELD ST||TORRINGTON|NE153|CT|6790||signing2058@duck.com|1649270026||||||||||||||||||||||22270YZZMV|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||REYNOLDS|FLETCHER|14601 HOPE CENTER LOOP||FORT MYERS|AR119|FL|33912||characters1939@yandex.com|1235132465||||||||||||||||||||||75232ZAVPF|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||DEVOE|MICHELLE|1100 NW 12TH ST||FRUITLAND|AR007|ID|83619||teaches1937@live.com|1265437529||||||||||||||||||||||13098QVLYN|
170|207R00000X|207R00000X|207R00000X|207R00000X||||GROUP||I||ROGERS|KATHLEEN|1780 CELESTE CIR||YOUNGSTOWN|NE153|OH|44511||disc2051@example.org|1174528947||||||||||||||||||||||33209PABFD|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||BARTOLOZZI|JOHN|PO BOX 946||ENID|AR007|OK|73702||march1937@example.org|1366445876||||||||||||||||||||||10541NQDNC|
259|207R00000X|207R00000X|207R00000X|207R00000X||||FACILITY||I||ROTH|WILLIAM|446 TAMIAMI TRL S||VENICE|LA071|FL|34285||gains1889@outlook.com|1124027362||||||||||||||||||||||99371VXWSM|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||BAKER|DAVID|5000 AMBASSADOR CAFFERY PKWY||LAFAYETTE|LA033|LA|70508||levitra1925@example.org|1356344428||||||||||||||||||||||77698GRAYW|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||GROTEN|DAVID|PO BOX 1559||PRINCETON|AR007|WV|24740||relates2078@protonmail.com|1932108180||||||||||||||||||||||26411AFUBV|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||DOWNEY|DANIEL|30 HWY 91 S #103||DILLON|AR007|MT|59725||choice1994@live.com|1316941800||||||||||||||||||||||93373WRHXT|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||O'CONNOR|CORMAC|PSC 475||FPO|AR131|AP|96350||overall1843@yandex.com|1780686360||||||||||||||||||||||14987YHMJW|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||AUSTIN|SUSAN|820 N CHELAN AVE||WENATCHEE|NE055|WA|98801||threat1960@duck.com|1659374767||||||||||||||||||||||63869UCUCC|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||KNAPP|WILLIAM|2625 COFFEE RD||MODESTO|AR031|CA|95355||sexual2066@gmail.com|1063417475||||||||||||||||||||||91678KDLZS|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||TOOZE|STEVEN|211 EXECUTIVE DR STE 11||NEWARK|NE055|DE|19702||communities1956@yahoo.com|1427051226||||||||||||||||||||||10741RQXGD|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||ANTONACCI|VITTORIO|700 E MOREHEAD ST||CHARLOTTE|AR045|NC|28202||newbie2011@gmail.com|1902800329||||||||||||||||||||||38456NWDLL|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||PERELSON|GLENN|PO BOX 606||SPRING VALLEY|AR143|CA|91976||working1853@duck.com|1972506970||||||||||||||||||||||61176UKTPA|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||GRIGSBY|JAMES|106 BLANCA AVE||ALAMOSA|AR131|CO|81101||languages1905@example.org|1689677718||||||||||||||||||||||55317DVJQU|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||GABBAY|SOLOMON|20 HOPE AVE||WALTHAM|AR143|MA|24532||everyone2085@gmail.com|1881697050||||||||||||||||||||||96375WDGTH|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ALVEZ|LAURA|736 ROUTE 4||SINAJANA|LA071|GU|96910||remedy2032@outlook.com|1447254891||||||||||||||||||||||94845OMSKH|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||GULLER|JEFFREY|PO BOX 11839||ST THOMAS|AR007|VI|80148||marathon1949@example.com|1356341705||||||||||||||||||||||44535UANJV|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||PORTER|GORDON|575 N SIOUX POINT RD||DAKOTA DUNES|AR143|SD|57049||solaris1963@outlook.com|1366445694||||||||||||||||||||||24929JVDQC|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||BROWN|DONNA-MARIE|1498 KLONDIKE RD SW||CONYERS|LA071|GA|30094||council2055@protonmail.com|1225031974||||||||||||||||||||||24663LUXFP|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||CALLAHAN|KEVIN|91 STILES RD||SALEM|AR069|NH|30792||tsunami2077@gmail.com|1962406249||||||||||||||||||||||74798OVQOY|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||ANDERSEN|ERIC|PO BOX 1475||DES MOINES|LA071|IA|50305||madagascar2100@example.com|1073517959||||||||||||||||||||||03702SMYEA|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||PAOLELLA|LANDY|1130 TEN ROD RD||NORTH KINGSTOWN|NE109|RI|28524||from2098@yahoo.com|1427055987||||||||||||||||||||||00947VYYQZ|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||HICKS|JOHN|1213 56TH ST||MERIDIAN|AR143|MS|39305||permalink1826@live.com|1942204284||||||||||||||||||||||26047SETDB|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||SEKHARAN|RAJ|1814 E LOCUST ST||DAVENPORT|NE109|IA|52803||switzerland2009@gmail.com|1831190495||||||||||||||||||||||37804ENMAK|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||SULLIVAN|THOMAS|100 PERPETUAL SQ||ANDERSON|AR031|SC|29621||exotic1854@yandex.com|1225031966||||||||||||||||||||||63836YSGRA|
20|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||I||DYSART|STANLEY|300 TOWER RD NE||MARIETTA|NE055|GA|30060||hired1976@example.com|1578566527||||||||||||||||||||||72976QTHMK|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||FINLEY|JAMES|PO BOX 751069||CHARLOTTE|NE153|NC|28275||richard2016@outlook.com|1639170822||||||||||||||||||||||55422HWAAY|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||HOERNER|THOMAS|16 PELHAM RD||SALEM|AR007|NH|30792||sentence1837@yahoo.com|1275525123||||||||||||||||||||||96324MTOZC|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||CROUCH|CHARLES|1200 1ST AVE E||SPENCER|PA003|IA|51301||documented1980@yahoo.com|1477556280||||||||||||||||||||||42068HOANN|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||ELLER|BRIAN|3165 DUNES VALLEY PATH||STEVENSVILLE|LA017|MI|49127||thumb2013@example.com|1457354482||||||||||||||||||||||74043BVNKQ|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||HAYASHI|GRANT|1350 STARDUST ST||RENO|AR143|NV|89503||arrival1969@yandex.com|1962405290||||||||||||||||||||||42623SKDKF|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||O'DONNELL|PHILIP|104 SELMA DR||WINCHESTER|AR069|VA|22601||singles2011@live.com|1871596924||||||||||||||||||||||78607XNRQT|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||COHEN|DAVID|131 MADISON AVE||MORRISTOWN|AR069|NJ|79607||questionnaire1880@yahoo.com|1417950692||||||||||||||||||||||20597WWMKY|
170|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||SKLAR|MITCHEL|117 ELLENFIELD ST STE 101||PROVIDENCE|AR007|RI|29054||scene2086@gmail.com|1952306185||||||||||||||||||||||36499UPEKW|
471|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||HUTSON|RODNEY|PO BOX 483||PALMER LAKE|AR119|CO|80133||bubble1822@duck.com|1972506186||||||||||||||||||||||61031REAOV|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||YAMAMOTO|JOSHUA|3301 NEW MEXICO AVE NW||WASHINGTON|NE109|DC|20016||cartridge1984@live.com|1639172174||||||||||||||||||||||96046TWOFW|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||LICHTENFELS|JENIFER|2450 S TELSHOR BLVD||LAS CRUCES|AR069|NM|88011||ambassador1861@live.com|1619973187||||||||||||||||||||||64107LOJDM|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||GLENN|JAMES|1130 OXFORD DRIVE||EMPORIA|NE055|KS|66801||humanitarian2046@example.org|1699778092||||||||||||||||||||||55464IROPI|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||ATLAS|ELISSA|5819 HIGHWAY 6||MISSOURI CITY|AR007|TX|77459||oclc2055@duck.com|1558364703||||||||||||||||||||||43372NBYRY|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||FARHAT|MOHAMAD|3535 N WEBB RD||WICHITA|LA033|KS|67226||bend2099@live.com|1528062163||||||||||||||||||||||13695ATBAF|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||FISHER|STEVEN|PO BOX 2526||FORT WAYNE|AR143|IN|46801||dee1917@example.org|1437152469||||||||||||||||||||||08412ZNEBX|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||EIGLES|STEPHEN|PO BOX 50095||SEATTLE|NE109|WA|98145||throwing1991@gmail.com|1619970787||||||||||||||||||||||48139GYFXO|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||MARTENS|JEFFREY|1 BOONE RD||BREMERTON|PA003|WA|98312||tomato1872@yandex.com|1104829548||||||||||||||||||||||88732FZEXB|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||LEFLER|LEE|2500 NORTH STATE STREET||JACKSON|AR007|MS|39216||detection1902@protonmail.com|1902801384||||||||||||||||||||||05452TXNHV|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||BOWENS|CHRISTOPHER|1400 PEOPLES PLZ STE 111||NEWARK|NE109|DE|19702||arizona2090@example.org|1487657102||||||||||||||||||||||43907HYAJJ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||CROUCH|CHARLES|1200 1ST AVE E||SPENCER|AR119|IA|51301||native1973@example.org|1477556280||||||||||||||||||||||04989VXLFF|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||MYERS|JANA|7001 SW 87TH AVE||MIAMI|AR143|FL|33173||isolation2059@example.org|1174526362||||||||||||||||||||||33014SMLTN|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||CURTIN|KENNETH|233 NE 102ND AVE||PORTLAND|NE109|OR|97220||chairman1830@example.com|1568466548||||||||||||||||||||||02978ENYZB|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||WEISS|KENNETH|6077 PRIMACY PKWY STE 140||MEMPHIS|AR007|TN|38119||stopping1919@live.com|1700889730||||||||||||||||||||||36788GYIWD|
170|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||I||BOYER|MICHAEL|295 CHIPETA WAY||SALT LAKE CITY|LA071|UT|84108||meet1802@yahoo.com|1598763112||||||||||||||||||||||66491FBIAG|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ELWOOD|LORI|1320 W MAIN ST||NEWARK|AR143|OH|43055||citizen2024@yandex.com|1417956624||||||||||||||||||||||76504CZGKD|
471|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||MOORE|JAMES|1919 W. CORONET AVENUE||ANAHEIM|NE153|CA|92801||process1899@live.com|1356344386||||||||||||||||||||||05540USPPU|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||CHESIS|PAUL|1675 E MAIN ST||KENT|NE153|OH|44240||banner1816@live.com|1275537839||||||||||||||||||||||10559ZHECB|
20|207RN0300X|207RN0300X|207RN0300X|207RN0300X||||GROUP||O||JANTZ|JONATHAN|PO BOX 725||NEWTON|LA033|KS|67114||demonstrated1813@duck.com|1952304677||||||||||||||||||||||01638CLGHW|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||PORTER|GORDON|575 N SIOUX POINT RD||DAKOTA DUNES|LA071|SD|57049||usc2066@outlook.com|1366445694||||||||||||||||||||||36056RHMFC|
471|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||HELSETH|PETER|2910 CENTRE POINTE DR||ROSEVILLE|AR007|MN|55113||person1938@duck.com|1205828308||||||||||||||||||||||35713PCWYM|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||BAKER|DAVID|5000 AMBASSADOR CAFFERY PKWY||LAFAYETTE|AR007|LA|70508||match2099@yandex.com|1356344428||||||||||||||||||||||00927CYLKQ|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||MANI|VENK|127 CRESTVIEW PARK DR||DICKSON|AR031|TN|37055||freely2069@duck.com|1780687830||||||||||||||||||||||78556TYVQB|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||GABBAY|SOLOMON|20 HOPE AVE||WALTHAM|NE109|MA|24532||comment1958@live.com|1881697050||||||||||||||||||||||84152DDKTO|
471|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||KAZEMI|NAVID|3150 N TENAYA WAY||LAS VEGAS|NE055|NV|89128||miniature1871@duck.com|1346243367||||||||||||||||||||||87613STDVO|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||DUNSTAN|JAMES|1204 FENWICK DR||LYNCHBURG|AR143|VA|24502||fiction2071@gmail.com|1750384137||||||||||||||||||||||62533XDPRC|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||AJLUNI|NADER|3033 N CENTRAL AVE STE 145||PHOENIX|AR031|AZ|85012||delhi1887@example.com|1649273228||||||||||||||||||||||51656AWXGJ|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||PAOLELLA|LANDY|1130 TEN ROD RD||NORTH KINGSTOWN|LA071|RI|28524||smoking1935@protonmail.com|1427055987||||||||||||||||||||||55607BVSDQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||TRANOVICH|MICHAEL|1200 BROOKS LN||JEFFERSON HILLS|LA071|PA|15025||adsl2083@duck.com|1477556660||||||||||||||||||||||95187LKTGN|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||ABRAHAM|NADIA|8200 DODGE ST||OMAHA|AR119|NE|68114||roots1950@example.org|1801899067||||||||||||||||||||||14414BQATR|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||DUNSTAN|JAMES|1204 FENWICK DR||LYNCHBURG|NE109|VA|24502||certification1867@example.com|1750384137||||||||||||||||||||||25147RAURG|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||OH|WILLIAM|1501 W CHISHOLM ST||ALPENA|AR031|MI|49707||belgium2028@live.com|1770586117||||||||||||||||||||||91765WVUKO|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ALVEZ|LAURA|736 ROUTE 4||SINAJANA|AR045|GU|96910||meter1949@outlook.com|1447254891||||||||||||||||||||||99139MRAUB|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||HOERNER|THOMAS|16 PELHAM RD||SALEM|AR007|NH|30792||andrew2075@gmail.com|1275525123||||||||||||||||||||||52937JLQKY|
